transaction_id,merchant_id,merchant_name,customer_id,amount,timestamp,payment_method,status
TXN100020,M007,VELOCITY LOGISTICS,CUST60604,3097.01,2026-08-16 22:00:00,CARD,SUCCESS
TXN100021,M008,Harbor Analytics Pvt Ltd,CUST87356,57907.05,2026-08-05 16:00:00,NETBANKING,SUCCESS
TXN100022,M002,Bluewave Retail Pvt Ltd,CUST78937,52514.33,2026-08-15 03:00:00,WALLET,SUCCESS
TXN100023,M001,ABC Technologies Pvt Ltd,CUST71537,43485.41,2026-08-14 20:00:00,NETBANKING,SUCCESS
TXN100024,M006,Sundrop Organics Pvt Ltd,CUST20527,37583.93,2026-08-13 20:00:00,NETBANKING,SUCCESS
TXN100025,M007,Velocity Logistics Pvt Ltd,CUST73956,57271.31,2026-08-21 22:00:00,UPI,SUCCESS
TXN100026,M002,Blue Wave Retail Pvt Ltd,CUST21846,14468.83,2026-08-10 07:00:00,WALLET,SUCCESS
TXN100027,M002,Bluewave Retail Pvt Ltd,CUST31805,45742.0,2026-08-04 14:00:00,NETBANKING,SUCCESS
TXN100028,M001,ABC Technologies Pvt Ltd,CUST56984,3236.46,2026-08-02 09:00:00,NETBANKING,SUCCESS
TXN100029,M007,Velocity Logistics Pvt Ltd,CUST99364,9161.4,2026-08-17 13:00:00,CARD,SUCCESS
TXN100030,M003,Nimbus Foods LLP,CUST75230,10916.63,2026-08-20 12:00:00,CARD,SUCCESS
TXN100031,M004,Craftline Traders Pvt Ltd,CUST11231,27938.42,2026-08-09 14:00:00,WALLET,SUCCESS
TXN100032,M005,Orbit Mobility Pvt Ltd,CUST67898,40817.85,2026-08-06 02:00:00,NETBANKING,SUCCESS
TXN100033,M005,Orbit Mobility Pvt Ltd,CUST36111,38516.85,2026-08-14 22:00:00,WALLET,SUCCESS
TXN100034,M008,Harbor Analytics Pvt Ltd,CUST57049,6845.87,2026-08-13 18:00:00,NETBANKING,SUCCESS
TXN100034,M008,Harbor Analytics Pvt Ltd,CUST57049,6845.87,2026-08-13 18:00:00,NETBANKING,SUCCESS
TXN100035,M005,Orbit Mobility Pvt Ltd,CUST11061,1805.41,2026-08-13 08:00:00,UPI,SUCCESS
TXN100036,M008,Harbor Analytics Pvt Ltd,CUST89569,50053.91,2026-08-10 07:00:00,NETBANKING,SUCCESS
TXN100037,M004,Craftline Traders Pvt Ltd,CUST92345,38378.76,2026-08-20 08:00:00,UPI,SUCCESS
TXN100038,M001,ABC Technologies Pvt Ltd,CUST85965,18881.51,2026-08-15 01:00:00,NETBANKING,SUCCESS
TXN100039,M003,Nimbus Foods LLP,CUST64460,5862.94,2026-08-10 10:00:00,CARD,SUCCESS
TXN100040,M004,Craftline Traders Pvt Ltd,CUST79579,8363.51,2026-08-18 11:00:00,NETBANKING,SUCCESS
TXN100041,M003,Nimbus Foods LLP,CUST54396,15789.72,2026-08-16 09:00:00,UPI,SUCCESS
TXN100042,M008,Harbor Analytics Pvt Ltd,CUST98647,57792.15,2026-08-05 07:00:00,WALLET,SUCCESS
TXN100043,M006,Sundrop Organics Pvt Ltd,CUST69609,5873.02,2026-08-13 00:00:00,NETBANKING,SUCCESS
TXN100044,M005,Orbit Mobility Pvt Ltd,CUST24201,35281.33,2026-08-21 11:00:00,CARD,SUCCESS
TXN100045,M008,Harbor Analytics Pvt Ltd,CUST89964,1988.97,2026-08-18 10:00:00,CARD,SUCCESS
TXN100046,M002,Bluewave Retail Pvt Ltd,CUST49608,38306.53,2026-08-15 22:00:00,WALLET,SUCCESS
TXN100047,M002,Bluewave Retail Pvt Ltd,CUST22739,8816.73,2026-08-02 09:00:00,CARD,SUCCESS
TXN100048,M003,Nimbus Foods LLP,CUST80804,23624.43,2026-08-12 21:00:00,WALLET,SUCCESS
TXN100049,M003,Nimbus Foods LLP,CUST46666,53182.12,2026-08-21 03:00:00,UPI,SUCCESS
TXN100050,M006,Sundrop Organics Pvt Ltd,CUST23022,13427.55,2026-08-15 07:00:00,NETBANKING,SUCCESS
TXN100051,M006,Sundrop Organics Pvt Ltd,CUST26011,4102.73,2026-08-09 06:00:00,WALLET,SUCCESS
TXN100052,M002,Bluewave Retail Pvt Ltd,CUST88269,39934.74,2026-08-21 20:00:00,UPI,SUCCESS
TXN100053,M001,ABC Technologies Pvt Ltd,CUST18992,47314.28,2026-08-08 04:00:00,CARD,SUCCESS
TXN100054,M004,Craftline Traders Pvt Ltd,CUST46342,48876.65,2026-08-08 10:00:00,CARD,SUCCESS
TXN100055,M003,Nimbus Foods LLP,CUST96646,32642.82,2026-08-06 03:00:00,UPI,SUCCESS
TXN100056,M003,Nimbus Foods LLP,CUST52437,1384.19,2026-08-08 18:00:00,UPI,SUCCESS
TXN100056,M003,Nimbus Foods LLP,CUST52437,1384.19,2026-08-08 18:00:00,UPI,SUCCESS
TXN100057,M003,Nimbus Foods LLP,CUST65176,16289.37,2026-08-05 23:00:00,UPI,SUCCESS
TXN100058,M002,Bluewave Retail Pvt Ltd,CUST87812,28836.63,2026-08-12 16:00:00,UPI,SUCCESS
TXN100059,M008,Harbor Analytics Pvt Ltd,CUST96363,30478.4,2026-08-20 01:00:00,NETBANKING,SUCCESS
TXN100060,M008,Harbor Analytics Pvt Ltd,CUST72781,38778.77,2026-08-01 01:00:00,WALLET,SUCCESS
TXN100061,M007,Velocity Logistics Pvt Ltd,CUST19632,41322.8,2026-08-16 22:00:00,UPI,SUCCESS
TXN100062,M006,Sundrop Organics Pvt Ltd,CUST46046,36693.7,2026-08-03 04:00:00,NETBANKING,SUCCESS
TXN100063,M007,Velocity Logistics Pvt Ltd,CUST69469,59680.35,2026-08-17 09:00:00,WALLET,SUCCESS
TXN100064,M002,Bluewave Retail Pvt Ltd,CUST38183,47689.22,2026-08-04 20:00:00,WALLET,SUCCESS
TXN100065,M008,Harbor Analytics Pvt Ltd,CUST69441,53341.42,2026-08-14 10:00:00,WALLET,SUCCESS
TXN100066,M007,Velocity Logistics Pvt Ltd,CUST43408,43911.94,2026-08-11 13:00:00,NETBANKING,SUCCESS
TXN100067,M003,Nimbus Foods LLP,CUST21957,41365.85,2026-08-16 02:00:00,UPI,SUCCESS
TXN100068,M002,Bluewave Retail Pvt Ltd,CUST97819,26196.65,2026-08-12 04:00:00,UPI,SUCCESS
TXN100069,M007,Velocity Logistics Pvt Ltd,CUST16743,21539.09,2026-08-14 23:00:00,NETBANKING,SUCCESS
TXN100070,M005,Orbit Mobility Pvt Ltd,CUST37884,21422.95,2026-08-19 16:00:00,CARD,SUCCESS
TXN100071,M008,Harbor Analytics Pvt Ltd,CUST82910,13842.57,2026-08-04 11:00:00,NETBANKING,SUCCESS
TXN100072,M002,Bluewave Retail Pvt Ltd,CUST66244,45875.04,2026-08-19 07:00:00,UPI,SUCCESS
TXN100073,M005,Orbit Mobility Pvt Ltd,CUST50499,2222.71,2026-08-09 22:00:00,NETBANKING,SUCCESS
TXN100074,M006,Sundrop Organics Pvt Ltd,CUST96159,863.29,2026-08-05 18:00:00,WALLET,SUCCESS
TXN100075,M002,Bluewave Retail Pvt Ltd,CUST22026,8941.54,2026-08-21 00:00:00,CARD,SUCCESS
TXN100076,M007,Velocity Logistics Pvt Ltd,CUST58503,25480.03,2026-08-11 05:00:00,NETBANKING,SUCCESS
TXN100077,M006,Sundrop Organics Pvt Ltd,CUST21135,46721.72,2026-08-19 19:00:00,UPI,SUCCESS
TXN100078,M003,Nimbus Foods LLP,CUST98338,9865.89,2026-08-20 01:00:00,UPI,SUCCESS
TXN100079,M005,Orbit Mobility Pvt Ltd,CUST64287,26865.22,2026-08-14 15:00:00,NETBANKING,SUCCESS
TXN100080,M004,Craftline Traders Pvt Ltd,CUST66349,45419.12,2026-08-04 11:00:00,UPI,SUCCESS
TXN100081,M005,Orbit Mobility Pvt Ltd,CUST79066,40853.96,2026-08-19 15:00:00,NETBANKING,SUCCESS
TXN100082,M001,ABC Technologies Pvt Ltd,CUST11007,13620.85,2026-08-20 01:00:00,CARD,SUCCESS
TXN100083,M005,Orbit Mobility Pvt Ltd,CUST47938,56746.78,2026-08-05 08:00:00,NETBANKING,SUCCESS
TXN100084,M002,Bluewave Retail Pvt. Ltd.,CUST59834,959.93,2026-08-14 05:00:00,CARD,SUCCESS
TXN100085,M006,Sundrop Organics Pvt Ltd,CUST51033,4788.49,2026-08-02 13:00:00,WALLET,SUCCESS
TXN100086,M007,Velocity Logistics Pvt Ltd,CUST25096,42715.19,2026-08-14 09:00:00,WALLET,SUCCESS
TXN100087,M001,ABC Technologies Pvt Ltd,CUST70305,57988.88,2026-08-06 19:00:00,NETBANKING,SUCCESS
TXN100088,M002,Bluewave Retail Pvt Ltd,CUST62487,26484.35,2026-08-04 07:00:00,UPI,SUCCESS
TXN100089,M007,Velocity Logistics Pvt Ltd,CUST53655,52296.2,2026-08-11 07:00:00,CARD,SUCCESS
TXN100090,M002,Bluewave Retail Pvt Ltd,CUST56019,30873.76,2026-08-04 16:00:00,CARD,SUCCESS
TXN100091,M004,Craftline Traders Pvt Ltd,CUST32740,6616.87,2026-08-09 06:00:00,CARD,SUCCESS
TXN100092,M002,Bluewave Retail Pvt Ltd,CUST83889,11040.19,2026-08-21 15:00:00,WALLET,SUCCESS
TXN100093,M006,Sundrop Organics Pvt Ltd,CUST29786,51922.69,2026-08-21 10:00:00,WALLET,SUCCESS
TXN100094,M002,Bluewave Retail Pvt Ltd,CUST46002,28400.8,2026-08-21 09:00:00,UPI,SUCCESS
TXN100095,M006,Sundrop Organics Pvt Ltd,CUST69233,30686.54,2026-08-10 14:00:00,UPI,SUCCESS
TXN100096,M001,ABC Technologies Pvt Ltd,CUST94497,22439.89,2026-08-10 02:00:00,UPI,SUCCESS
TXN100097,M007,Velocity Logistics Pvt Ltd,CUST15376,28031.34,2026-08-18 23:00:00,WALLET,SUCCESS
TXN100098,M004,Craftline Traders Pvt Ltd,CUST29773,19630.84,2026-08-16 16:00:00,UPI,SUCCESS
TXN100099,M008,Harbor Analytics Pvt Ltd,CUST21053,6658.36,2026-08-11 22:00:00,CARD,SUCCESS
TXN100100,M001,ABC Technologies Pvt Ltd,CUST78690,15240.75,2026-08-15 14:00:00,CARD,SUCCESS
TXN100101,M006,Sundrop Organics Pvt Ltd,CUST98984,22684.69,2026-08-10 12:00:00,UPI,SUCCESS
TXN100102,M006,Sundrop Organics Pvt Ltd,CUST98916,4421.76,2026-08-04 17:00:00,WALLET,SUCCESS
TXN100103,M005,Orbit Mobility Pvt Ltd,CUST53694,15493.75,2026-08-20 04:00:00,UPI,SUCCESS
TXN100104,M003,Nimbus Foods LLP,CUST96787,55046.41,2026-08-10 20:00:00,WALLET,SUCCESS
TXN100105,M003,Nimbus Foods LLP,CUST83259,35904.95,2026-08-03 09:00:00,WALLET,SUCCESS
TXN100106,M006,Sundrop Organics Pvt Ltd,CUST94675,48884.49,2026-08-17 02:00:00,WALLET,SUCCESS
TXN100107,M006,Sundrop Organics Pvt Ltd,CUST38074,1584.72,2026-08-10 05:00:00,NETBANKING,SUCCESS
TXN100108,M008,Harbor Analytics Pvt Ltd,CUST20114,11924.31,2026-08-05 04:00:00,NETBANKING,SUCCESS
TXN100109,M002,Bluewave Retail Pvt Ltd,CUST79013,30707.54,2026-08-18 23:00:00,UPI,SUCCESS
TXN100110,M006,Sundrop Organics Pvt Ltd,CUST88282,52645.37,2026-08-20 04:00:00,WALLET,SUCCESS
TXN100111,M003,Nimbus Foods LLP,CUST67366,10153.71,2026-08-20 05:00:00,UPI,SUCCESS
TXN100112,M007,Velocity Logistics Pvt Ltd,CUST90031,22175.82,2026-08-08 14:00:00,NETBANKING,SUCCESS
TXN100113,M008,Harbor Analytics Pvt Ltd,CUST71474,14423.18,2026-08-08 09:00:00,CARD,SUCCESS
TXN100114,M006,Sundrop Organics Pvt Ltd,CUST70513,40859.26,2026-08-19 14:00:00,NETBANKING,SUCCESS
TXN100115,M007,Velocity Logistics Pvt Ltd,CUST42768,30422.95,2026-08-14 05:00:00,UPI,SUCCESS
TXN100116,M008,Harbor Analytics Pvt Ltd,CUST77621,52509.96,2026-08-18 03:00:00,UPI,SUCCESS
TXN100116,M008,Harbor Analytics Pvt Ltd,CUST77621,52509.96,2026-08-18 03:00:00,UPI,SUCCESS
TXN100117,M005,Orbit Mobility Pvt Ltd,CUST68893,5490.57,2026-08-06 08:00:00,CARD,SUCCESS
TXN100118,M007,Velocity Logistics Pvt Ltd,CUST55820,5956.96,2026-08-08 14:00:00,UPI,SUCCESS
TXN100119,M007,Velocity Logistics Pvt Ltd,CUST60615,3668.78,2026-08-17 11:00:00,UPI,SUCCESS
TXN100120,M006,Sundrop Organics Pvt Ltd,CUST29142,13860.06,2026-08-11 03:00:00,CARD,SUCCESS
TXN100121,M001,ABC Technologies Pvt Ltd,CUST71487,17569.32,2026-08-16 22:00:00,WALLET,SUCCESS
TXN100122,M001,ABC Technologies Pvt Ltd,CUST38266,54398.52,2026-08-01 08:00:00,CARD,SUCCESS
TXN100123,M007,Velocity Logistics Pvt Ltd,CUST49472,7115.62,2026-08-10 07:00:00,UPI,SUCCESS
TXN100124,M001,ABC Technologies Pvt Ltd,CUST75513,14687.15,2026-08-21 19:00:00,UPI,SUCCESS
TXN100125,M004,Craftline Traders Pvt Ltd,CUST41531,43253.39,2026-08-10 13:00:00,WALLET,SUCCESS
TXN100126,M003,Nimbus Foods LLP,CUST57265,40030.09,2026-08-03 16:00:00,UPI,SUCCESS
TXN100127,M001,ABC Technologies Pvt Ltd,CUST93318,23732.0,2026-08-16 01:00:00,WALLET,SUCCESS
TXN100128,M006,Sundrop Organics Pvt Ltd,CUST18855,15592.19,2026-08-01 11:00:00,NETBANKING,SUCCESS
TXN100129,M004,CRAFTLINE TRADERS,CUST27486,44109.99,2026-08-21 03:00:00,UPI,SUCCESS
TXN100130,M006,Sundrop Organics Pvt Ltd,CUST99742,32987.82,2026-08-21 05:00:00,WALLET,SUCCESS
TXN100131,M008,Harbor Analytics Pvt Ltd,CUST69988,38088.28,2026-08-05 02:00:00,UPI,SUCCESS
TXN100132,M005,Orbit Mobility Pvt Ltd,CUST51365,12494.66,2026-08-07 01:00:00,NETBANKING,SUCCESS
TXN100133,M007,Velocity Logistics Pvt Ltd,CUST43202,59352.8,2026-08-18 15:00:00,UPI,SUCCESS
TXN100134,M004,Craftline Traders Pvt Ltd,CUST53506,17523.6,2026-08-02 20:00:00,NETBANKING,SUCCESS
TXN100135,M002,Bluewave Retail Pvt Ltd,CUST67637,48060.87,2026-08-14 12:00:00,WALLET,SUCCESS
TXN100136,M006,Sundrop Organics Pvt Ltd,CUST78062,58436.55,2026-08-16 22:00:00,NETBANKING,SUCCESS
TXN100137,M002,Bluewave Retail Pvt Ltd,CUST88964,43761.34,2026-08-03 13:00:00,CARD,SUCCESS
TXN100138,M005,Orbit Mobility Pvt Ltd,CUST96628,19612.08,2026-08-03 10:00:00,NETBANKING,SUCCESS
TXN100139,M005,Orbit Mobility Pvt Ltd,CUST68183,27031.99,2026-08-14 05:00:00,NETBANKING,SUCCESS
TXN100140,M008,Harbor Analytics Pvt Ltd,CUST67008,3020.13,2026-08-12 19:00:00,NETBANKING,SUCCESS
TXN100141,M001,ABC Technologies Pvt Ltd,CUST57619,4964.95,2026-08-21 12:00:00,CARD,SUCCESS
TXN100142,M001,ABC Technologies Pvt Ltd,CUST67432,8995.38,2026-08-20 21:00:00,UPI,SUCCESS
TXN100143,M003,Nimbus Foods LLP,CUST57467,4500.39,2026-08-21 11:00:00,WALLET,SUCCESS
TXN100144,M001,ABC Technologies Pvt Ltd,CUST68188,36503.14,2026-08-15 11:00:00,UPI,SUCCESS
TXN100145,M003,Nimbus Foods LLP,CUST24869,32002.86,2026-08-13 10:00:00,UPI,SUCCESS
TXN100146,M003,Nimbus Foods LLP,CUST25435,30193.12,2026-08-13 17:00:00,NETBANKING,SUCCESS
TXN100147,M005,Orbit Mobility Pvt Ltd,CUST74382,42390.25,2026-08-07 19:00:00,CARD,SUCCESS
TXN100148,M002,Bluewave Retail Pvt Ltd,CUST68341,8575.84,2026-08-03 14:00:00,UPI,SUCCESS
TXN100149,M006,Sundrop Organics Pvt Ltd,CUST30644,40236.47,2026-08-03 17:00:00,CARD,SUCCESS
TXN100150,M006,Sundrop Organics Pvt Ltd,CUST74752,30770.97,2026-08-04 06:00:00,UPI,SUCCESS
TXN100151,M006,Sundrop Organics Pvt Ltd,CUST82305,33464.28,2026-08-12 14:00:00,CARD,SUCCESS
TXN100152,M002,Bluewave Retail Pvt Ltd,CUST72739,4412.01,2026-08-13 22:00:00,WALLET,SUCCESS
TXN100153,M007,Velocity Logistics Pvt Ltd,CUST51553,49488.69,2026-08-03 04:00:00,UPI,SUCCESS
TXN100154,M008,Harbor Analytics Pvt Ltd,CUST26821,28217.08,2026-08-17 11:00:00,CARD,SUCCESS
TXN100155,M003,Nimbus Foods LLP,CUST77908,26240.79,2026-08-02 03:00:00,CARD,SUCCESS
TXN100156,M005,Orbit Mobility Pvt Ltd,CUST39552,10297.1,2026-08-11 22:00:00,NETBANKING,SUCCESS
TXN100157,M005,Orbit Mobility Pvt Ltd,CUST82199,50833.06,2026-08-09 06:00:00,NETBANKING,SUCCESS
TXN100158,M003,Nimbus Foods LLP,CUST22245,37688.83,2026-08-20 17:00:00,CARD,SUCCESS
TXN100159,M003,Nimbus Foods LLP,CUST89316,10686.44,2026-08-20 23:00:00,NETBANKING,SUCCESS
TXN100160,M001,ABC Technologies Pvt Ltd,CUST15958,49601.56,2026-08-01 02:00:00,NETBANKING,SUCCESS
TXN100161,M004,Craftline Traders Pvt Ltd,CUST93753,46134.06,2026-08-14 19:00:00,UPI,SUCCESS
TXN100162,M008,Harbor Analytics Pvt Ltd,CUST73300,53395.31,2026-08-18 09:00:00,CARD,SUCCESS
TXN100163,M007,Velocity Logistics Pvt Ltd,CUST17852,18197.32,2026-08-03 22:00:00,CARD,SUCCESS
TXN100164,M008,Harbor Analytics Pvt Ltd,CUST54589,25229.49,2026-08-15 06:00:00,CARD,SUCCESS
TXN100165,M006,Sundrop Organics Pvt Ltd,CUST55268,51758.36,2026-08-11 23:00:00,WALLET,SUCCESS
TXN100166,M003,Nimbus Foods LLP,CUST23917,45759.57,2026-08-17 17:00:00,NETBANKING,SUCCESS
TXN100167,M004,Craftline Traders Pvt Ltd,CUST42495,28255.12,2026-08-09 14:00:00,CARD,SUCCESS
TXN100168,M002,Bluewave Retail Pvt Ltd,CUST64805,3511.01,2026-08-13 19:00:00,CARD,SUCCESS
TXN100169,M003,Nimbus Foods LLP,CUST50988,48901.93,2026-08-19 23:00:00,CARD,SUCCESS
TXN100170,M003,Nimbus Foods LLP,CUST75373,30146.8,2026-08-17 14:00:00,NETBANKING,SUCCESS
TXN100171,M008,Harbor Analytics Pvt Ltd,CUST38199,1878.99,2026-08-13 16:00:00,NETBANKING,SUCCESS
TXN100172,M001,Abc Technologies P Ltd,CUST98148,3507.15,2026-08-16 19:00:00,WALLET,SUCCESS
TXN100173,M005,Orbit Mobility Pvt Ltd,CUST44664,32433.1,2026-08-04 13:00:00,NETBANKING,SUCCESS
TXN100174,M007,Velocity Logistics Pvt Ltd,CUST84747,22273.27,2026-08-13 01:00:00,CARD,SUCCESS
TXN100175,M006,Sundrop Organics Pvt Ltd,CUST76093,33416.76,2026-08-03 12:00:00,WALLET,SUCCESS
TXN100176,M005,Orbit Mobility Pvt Ltd,CUST90090,49606.02,2026-08-20 21:00:00,UPI,SUCCESS
TXN100177,M003,Nimbus Foods LLP,CUST54444,58517.43,2026-08-13 11:00:00,NETBANKING,SUCCESS
TXN100177,M003,Nimbus Foods LLP,CUST54444,58517.43,2026-08-13 11:00:00,NETBANKING,SUCCESS
TXN100178,M003,Nimbus Foods LLP,CUST15938,12343.94,2026-08-17 12:00:00,UPI,SUCCESS
TXN100179,M003,NIMBUS FOODS,CUST29521,42958.71,2026-08-16 16:00:00,CARD,SUCCESS
TXN100180,M006,Sundrop Organics Pvt Ltd,CUST90805,55916.44,2026-08-11 05:00:00,NETBANKING,SUCCESS
TXN100181,M006,Sundrop Organics Pvt Ltd,CUST74205,30685.24,2026-08-17 17:00:00,NETBANKING,SUCCESS
TXN100182,M008,Harbor Analytics Pvt Ltd,CUST98317,49037.06,2026-08-12 10:00:00,UPI,SUCCESS
TXN100183,M007,Velocity Logistics Pvt Ltd,CUST88238,35230.28,2026-08-21 00:00:00,WALLET,SUCCESS
TXN100184,M005,Orbit Mobility Pvt Ltd,CUST86483,58040.71,2026-08-19 18:00:00,WALLET,SUCCESS
TXN100185,M003,Nimbus Foods LLP,CUST14138,31691.82,2026-08-20 12:00:00,UPI,SUCCESS
TXN100186,M004,Craftline Traders Pvt Ltd,CUST29848,1626.77,2026-08-11 13:00:00,WALLET,SUCCESS
TXN100187,M004,Craftline Traders Pvt Ltd,CUST18163,24917.46,2026-08-20 15:00:00,CARD,SUCCESS
TXN100188,M004,Craftline Traders Pvt Ltd,CUST70249,33872.76,2026-08-16 16:00:00,NETBANKING,SUCCESS
TXN100189,M006,Sundrop Organics Pvt Ltd,CUST73462,40714.18,2026-08-21 22:00:00,CARD,SUCCESS
TXN100190,M004,Craftline Traders Pvt Ltd,CUST49008,17100.88,2026-08-10 07:00:00,NETBANKING,SUCCESS
TXN100191,M004,Craftline Traders Pvt Ltd,CUST55718,41569.27,2026-08-16 10:00:00,NETBANKING,SUCCESS
TXN100192,M005,Orbit Mobility Pvt Ltd,CUST55237,7751.51,2026-08-18 12:00:00,CARD,SUCCESS
TXN100193,M005,Orbit Mobility Pvt Ltd,CUST67983,3002.96,2026-08-03 11:00:00,NETBANKING,SUCCESS
TXN100194,M008,Harbor Analytics Pvt Ltd,CUST83664,13232.22,2026-08-18 08:00:00,NETBANKING,SUCCESS
TXN100195,M003,Nimbus Foods LLP,CUST41779,6998.98,2026-08-19 07:00:00,UPI,SUCCESS
TXN100196,M004,Craftline Traders Pvt Ltd,CUST64172,38457.7,2026-08-02 03:00:00,NETBANKING,SUCCESS
TXN100197,M008,Harbor Analytics Pvt Ltd,CUST82135,6482.42,2026-08-05 00:00:00,CARD,SUCCESS
TXN100198,M007,Velocity Logistics Pvt Ltd,CUST52096,39347.12,2026-08-16 15:00:00,NETBANKING,SUCCESS
TXN100199,M001,ABC Technologies Pvt Ltd,CUST80143,54522.25,2026-08-03 20:00:00,UPI,SUCCESS
TXN100200,M003,Nimbus Foods LLP,CUST74930,25364.16,2026-08-06 01:00:00,CARD,SUCCESS
TXN100201,M005,Orbit Mobility Pvt. Ltd.,CUST53914,52666.22,2026-08-01 09:00:00,NETBANKING,SUCCESS
TXN100202,M008,Harbor Analytics Pvt Ltd,CUST76088,59351.42,2026-08-18 16:00:00,WALLET,SUCCESS
TXN100203,M005,Orbit Mobility Pvt Ltd,CUST31298,11972.28,2026-08-04 10:00:00,WALLET,SUCCESS
TXN100204,M005,Orbit Mobility Pvt Ltd,CUST54185,43256.59,2026-08-01 23:00:00,NETBANKING,SUCCESS
TXN100205,M004,Craftline Traders Pvt Ltd,CUST66059,10941.95,2026-08-21 12:00:00,NETBANKING,SUCCESS
TXN100206,M002,Bluewave Retail Pvt Ltd,CUST28430,24349.58,2026-08-04 05:00:00,WALLET,SUCCESS
TXN100207,M006,Sundrop Organics Pvt Ltd,CUST60275,56181.61,2026-08-01 08:00:00,CARD,SUCCESS
TXN100208,M008,Harbor Analytics Pvt Ltd,CUST86344,45348.52,2026-08-11 09:00:00,UPI,SUCCESS
TXN100209,M005,Orbit Mobility Pvt Ltd,CUST97528,39394.16,2026-08-08 01:00:00,UPI,SUCCESS
TXN100210,M008,Harbor Analytics Pvt Ltd,CUST50760,18754.98,2026-08-13 21:00:00,UPI,SUCCESS
TXN100211,M005,Orbit Mobility Pvt Ltd,CUST27507,22368.86,2026-08-08 07:00:00,WALLET,SUCCESS
TXN100212,M003,Nimbus Foods LLP,CUST80453,27571.23,2026-08-20 11:00:00,CARD,SUCCESS
TXN100213,M004,Craftline Traders Pvt Ltd,CUST20237,40980.34,2026-08-20 02:00:00,UPI,SUCCESS
TXN100214,M001,ABC Technologies Pvt Ltd,CUST85065,49812.06,2026-08-17 06:00:00,CARD,SUCCESS
TXN100215,M003,Nimbus Foods LLP,CUST25235,20023.0,2026-08-17 14:00:00,CARD,SUCCESS
TXN100216,M008,Harbor Analytics Pvt Ltd,CUST17292,5911.03,2026-08-17 14:00:00,WALLET,SUCCESS
TXN100217,M003,Nimbus Foods LLP,CUST17567,31038.25,2026-08-15 18:00:00,WALLET,SUCCESS
TXN100218,M005,Orbit Mobility Pvt Ltd,CUST10395,43535.16,2026-08-13 08:00:00,CARD,SUCCESS
TXN100219,M002,Bluewave Retail Pvt Ltd,CUST18357,3194.74,2026-08-12 22:00:00,UPI,SUCCESS
TXN100220,M002,Bluewave Retail Pvt Ltd,CUST47629,59175.17,2026-08-16 01:00:00,WALLET,SUCCESS
TXN100221,M003,Nimbus Foods LLP,CUST59081,46253.84,2026-08-21 23:00:00,WALLET,SUCCESS
TXN100222,M008,Harbor Analytics Pvt Ltd,CUST20518,52242.41,2026-08-13 12:00:00,CARD,SUCCESS
TXN100223,M006,Sundrop Organics Pvt Ltd,CUST79316,7558.67,2026-08-18 12:00:00,CARD,SUCCESS
